11 11:49:44,24.763027222335776,52.45445471811457,25.519642861243412,58.31490873802103
11 11:49:49,25.847225880907022,54.8285863325482,25.881783173631327,57.1145006911756
11 11:56:34,24.346465073578823,50.07007058442076,26.766281240025638,55.22318599887387
11 11:56:39,24.47689007955515,50.04124215196903,26.054808752561982,51.92079284583289
11 11:56:44,25.368897651885906,53.47102013443094,25.96267624917792,50.957892564319934
11 11:56:49,25.359944946671504,48.529383748355265,26.425014936699778,51.02190386591781
11 11:56:54,24.75715905125662,50.076286730041346,25.89211965920877,57.850966691836476
11 11:56:59,25.856929753652814,52.40508444274254,26.526660005959425,56.65274277004002
11 11:57:04,25.017696954418486,53.12145020017378,26.538355697475755,51.90813421585341
11 11:57:09,25.31195179236317,49.07414528668873,25.533448159614917,50.215271875391544
11 11:57:14,24.740355208416457,48.65522677161647,25.701805378656303,54.90637309734274
11 11:57:19,24.735026699043598,51.070830918592826,25.82823858165047,51.61364192121064
11 11:57:24,25.359331985409664,51.19932510415192,25.557637950609546,55.73765059844039
11 11:57:29,24.743201776922888,52.34996045420717,25.654487681041232,53.5459120387292
11 11:57:34,24.530490093274253,45.93992963749739,26.493506512461835,56.18641338108632
11 11:57:39,25.989087152374584,49.43160296701341,26.69414985912897,50.944397559765335
11 11:57:44,25.20543511269605,45.82606942550996,26.19028850168352,56.00449076747162
11 11:57:49,25.2560664897431,52.814300973763274,26.569595490410595,52.499307398263916
11 11:57:54,25.658638155837128,54.93149523263931,26.99564837985623,59.44886898427355
11 11:57:59,24.546678581810774,53.272536570107945,25.09665644161183,53.208146469578494
11 11:58:04,25.553357400341714,49.88409821270065,26.302380462468854,58.483940552869036
11 11:58:09,25.48302461443209,49.567919431857355,25.218009118740596,53.51219847014014
11 11:58:14,25.699295848632246,53.05977956480514,25.01866229523244,51.7996177567138
11 11:58:20,24.121784785720333,48.476967150010424,26.46596263208382,55.42200136470803
11 11:58:25,25.255887265904594,47.39383411693979,26.33394876369683,50.652222737801296
11 11:58:30,24.702714002538514,49.34876939886931,26.66823765622341,54.16383646948103
11 11:58:35,24.034686094410624,51.164564108462315,26.98924029221206,54.3990376299155
11 11:58:40,24.10883324845416,54.61387531324353,26.83917271112807,50.79690804750726
11 11:58:45,24.59801232804355,46.17118385299585,25.675487275078677,56.19970542982418
11 11:58:50,25.454620301152445,52.1201641335528,26.911497985280118,53.83232576403057
11 11:58:55,25.390346470648353,54.56951220033187,25.95892481233041,56.48158402975099
11 11:59:00,24.85379955991635,49.250161191946226,26.014373060569536,58.852950919624384
11 11:59:05,25.488066489302685,51.313778951931226,26.315666371446213,53.178620366537174
11 11:59:10,24.40382812094765,54.555683449254815,25.010400671395242,50.76855086955577
11 11:59:15,25.464511576010445,51.032447563040435,26.070925728959814,57.15895838436023
11 11:59:20,25.313672334131024,46.72064049733875,25.70514035711353,53.10152892267451
11 11:59:25,24.842416567641727,50.33419465046927,25.91717501828729,52.748171407330105
11 11:59:30,25.068120068682003,45.05823817594784,25.582455630137282,53.66912186470627
11 11:59:35,24.680304009845322,46.58666853318947,25.451092929988725,58.686908930900714
11 11:59:40,25.161681663972374,47.45544486553403,26.844843219475905,55.89253988044277
11 11:59:45,25.74536094051572,47.751427749310466,26.06138864287779,59.51590250573776
11 11:59:50,24.55618138276139,46.90454930307564,26.590536174605116,59.77766977090023
11 11:59:55,25.528357199608216,46.63918077399599,26.147922287140528,56.726199949802485
11 12:00:00,25.192545292532348,50.803726851620084,25.33904923447717,59.02870512836506
11 12:00:05,24.930012675724655,48.75822542415477,26.651398145938128,51.32433475972058
11 12:00:10,25.311466212026918,51.98275426728105,26.609914402164122,55.86507267802427
11 12:00:15,25.444198510876994,48.36658875370853,26.832398557091743,58.84681055874156
11 12:00:20,24.533070897643384,51.79985190169055,26.01334737060596,56.271994743287195
11 12:00:25,25.915162586708416,46.092750976094074,25.787615972679216,53.36976973068269
11 12:00:30,24.320688519023612,46.47693340717553,25.754397719172456,51.10033696337587
11 12:00:35,24.11032816309278,48.61417708384956,26.77402829847632,56.086956845512866
11 12:00:40,25.43926398359242,46.58540137737177,26.77794898145528,55.178335111534516
11 12:00:45,25.088902406992645,48.85980866386628,25.301741383544535,51.689584465054686
11 12:00:50,24.12862142248515,54.53721657511571,26.84196812772569,58.44727884101981
11 12:00:55,24.33197815209966,49.124097970313194,26.287392493567058,56.09733429424638
11 12:01:00,25.06798153328237,52.6625806103382,26.26058193231368,52.45691965157235
11 12:01:13,24.549007193606112,54.05190032261006,26.620173908787613,57.1261074488328
11 12:01:18,25.165340236469916,53.286027516327934,25.933989197546218,50.49712740763761
11 12:01:23,24.371815967095603,54.99954068500004,26.57659171468545,53.1171819113921
11 12:01:28,25.758690586531053,47.77995029630937,26.746442663763883,54.95259612583787
11 12:01:33,25.77360636096258,52.62204006967876,26.04708092246366,57.568664055148496
11 12:01:38,24.03741725164778,46.62565206430835,25.987489769044405,57.00077732005281
11 12:01:43,24.595800636722316,50.66535526881296,25.694843777319704,58.277565656353346
11 12:01:48,25.66238864651241,45.43103881119173,26.432432025258706,56.11542416388093
11 12:01:53,24.759476964510444,54.89355047953273,26.39138037779828,50.654548086237895
11 12:01:58,24.98111997335538,46.3352427013999,26.786385654733227,52.53264949852969
11 12:02:03,24.951424876976834,46.537128720031,26.69610112678528,51.999029875913735
11 12:02:08,24.871680029979636,47.72310705598936,25.679732662769023,54.07486335146074
11 12:02:13,24.06592473591839,52.14552048911979,26.562017439501872,59.97582300463919
11 12:02:20,24.618524693789993,46.30252967824397,26.98487202227159,59.607948477503484
11 12:02:25,24.82998656760913,49.11073863140607,26.29304903673871,53.335044062586206
11 12:02:30,24.635934105421757,45.695619585542715,26.12224283116626,55.006965260310366
11 12:02:35,25.112632030679475,48.93432445495824,25.15028296834911,55.02003728771633
11 12:02:40,24.70137911700317,54.39066920581942,26.330642025312773,56.01643183563843
11 12:02:46,25.4678241620139,45.00744245054637,26.118372431054198,54.033298283330474
11 12:02:51,25.898177172419935,46.954815257235055,25.006838515296252,51.77878372056204
11 12:02:56,25.425452700360868,50.68221958069236,26.12243822353494,52.648144280113904
11 12:03:01,24.340204824791385,47.01684591446988,26.601988550254188,54.61154922327557
11 12:03:07,25.813277258252857,47.979266591253065,26.816141571938353,52.752703353719454
11 12:03:12,25.73347753382532,54.12811236505029,25.495187098079178,59.971686593735
11 12:03:17,24.778055730257968,45.51596481261563,26.02145668019404,55.92919085986318
11 12:03:22,24.016326379673693,49.80472430431536,25.944530586965637,54.12954108418207
11 12:03:27,24.8817663249314,49.938362574483605,26.497170647767938,54.28764676011778
11 12:03:32,24.5796749676554,52.36609237292811,25.688202065389643,57.62777536288274
11 12:03:37,24.568094538442235,54.44971874481323,26.613539534336986,54.126048101825695
11 12:03:42,24.69911137259903,46.123075443698156,25.563189347315753,58.600576334057784
11 12:03:47,25.247367983574065,49.680428011651195,25.189698564206157,52.343153000231666
11 12:03:52,25.968253540319033,50.88896842167786,26.710957118861458,59.78671388486173
11 12:03:57,24.283835246255716,54.572027522987426,26.584779978465598,58.44735463789984
11 12:04:02,24.909170109267624,53.98402435003417,26.772428666908585,59.359758433872614
11 12:04:07,24.174766736414792,51.05565793117425,26.377582412320656,56.45253096863903
11 12:04:12,24.774882744097788,54.798730045327886,26.409949206966868,55.046638370953836
11 12:04:17,24.728150183103622,50.35674150514983,25.298448499181376,50.25881168054511
11 12:04:22,24.782898020960552,45.1258309143355,25.020069030293886,54.24444496068728
11 12:04:27,25.08072824085396,52.797797038088554,25.322495904641844,57.75350782758319
11 12:04:32,24.18136224439219,48.69097529655587,25.489565355816595,58.55910141239393
11 12:04:37,25.627720978792663,51.82899632831544,26.339446771605573,55.49762244545323
11 12:04:42,24.108603527227512,46.00173424102327,26.888294949080905,58.82045943167694
11 12:04:47,24.40760947678597,46.111312116999834,25.761862334221494,55.1459302257124
11 12:04:59,25.887012577873243,53.37715417382627,26.745584208878192,53.594613298288685
11 12:05:04,25.70145674120961,47.469326262903635,25.633408671300575,57.73660510270459
11 12:05:10,25.45527378406175,51.14261563216602,26.898380964011707,52.92866315648767
11 12:05:15,25.530984879527963,49.332747817753486,25.802186589682403,51.8217534660983
11 12:05:20,25.018875036081823,45.77573469732011,26.111509115758853,58.28965929204814
11 12:05:25,25.739616474043014,47.83966993531208,25.199256827234723,59.33519529128033
11 12:05:30,24.669393173065938,46.91341951865365,26.29441930904847,54.18361876306026
11 12:05:35,24.067263413101358,46.748441682318855,25.17454600408834,56.994854574635376
11 12:05:45,24.667150498348516,53.37477242242071,26.167633521123086,55.882551189571814
11 12:05:51,25.957006095129394,53.31642947131249,25.109015558635647,50.82949944489605
11 12:05:56,24.616772721518156,53.65125100606301,25.190979030034438,51.484491594918524
11 12:06:01,24.419169557873257,48.02155259194629,25.63352981505087,58.26361636274855
11 12:06:06,25.23253930872766,46.332610738183405,26.76292583602246,50.12764572113793
11 12:06:11,24.38216869326307,53.58914416620727,26.691658003576944,50.5504330770136
11 12:06:16,25.0876139508437,50.60875712399172,25.709493190808182,52.92313653262572
11 12:06:21,25.037835030185434,52.70113509265911,25.683482260723935,53.96159139958999
11 12:06:26,24.18775248219702,54.88920126282274,26.873770381703558,57.58202472060057
11 12:06:31,24.451305264967324,45.360575738987635,25.23617072345489,58.04499193288427
11 12:06:36,24.176550130549273,47.365261941448345,26.67441675506776,52.43504969478686
11 12:06:41,25.966271261865103,46.79914346172097,25.066762666803605,50.0701796123824
11 12:06:46,25.067035509998828,47.188310120568644,26.286312347514997,50.542559488728045
11 12:06:51,25.469845652759684,46.33443243739874,26.650808372008225,54.612508477483146
11 12:06:56,25.448194408815752,47.23301627784539,25.562527755100398,50.5971355858864
11 12:07:01,24.427436064798567,53.01205139670642,25.227384375408803,57.459796030790976
11 12:07:07,24.02862226475597,53.23771655519511,25.0873667448848,57.40211313276601
11 12:07:12,24.72622810525043,52.79287377984086,25.9296116025056,50.17093066697133
11 12:07:17,25.356135226450306,47.04891072303843,25.879027728557556,54.65834647058233
11 12:07:22,24.288505550669203,45.72189812571111,26.833441792298718,51.73650041227618
11 12:07:27,25.954175254907888,53.407726036365844,25.30012847102525,58.3279443395258
11 12:07:32,24.331350100901854,46.804245867199015,25.30287730590319,54.77135402029255
